rok;kandidatni_strana;poradove_cislo;jmeno;vek;navrhujici_strana;politika_prislusnost;pocet_hlasu_abs;pocet_hlasu_perc;poradi_zvol_nahradnika;mandat
2010;"Zelená pro Pardubice (SZ, NK)";2;"Vařechová Leona RNDr.";48;"SZ";"SZ";1264;5.17;"";""
2002;"Naděje";33;"Kudláčková Dana Mgr. ";26;"N";"BEZPP";754;2.52;"";""
2018;"Česká pirátská strana";34;"Křivka Lukáš";30;"Piráti";"BEZPP";2518;2.30;29;""
2002;"Unie svobody-Demokratická unie";24;"Hromádko Milan  ";52;"US-DEU";"ODA";1458;3.28;"";""
2002;"Naděje";3;"Dojčánová Radka Mgr. ";29;"N";"BEZPP";1384;4.64;"";""
2018;"Sdružení pro Pardubice";34;"Rejda Tomáš MUDr.";64;"NK";"BEZPP";1383;2.31;31;""
2014;"PATRIOTI PARDUBIC, PATRIOTI,NK";25;"Jonáš Milan";54;"NK";"BEZPP";1018;2.22;23;""
2018;"ČSSD a nestran. pro Pardubice";4;"Malina Leoš  DiS.";40;"ČSSD";"ČSSD";1512;2.66;5;""
2010;"Strana Práv Občanů ZEMANOVCI";23;"Diviš Milan";60;"SPOZ";"SPOZ";360;2.01;"";""
2010;"SDRUŽENÍ PRO PARDUBICE";31;"Zítová Petra Mgr.";34;"NK";"BEZPP";4809;2.30;22;""
2014;"Úsvit přímé demokracie";33;"Jeníček Jaroslav";54;"Úsvit";"BEZPP";286;2.25;"";""
2006;"Česká str.sociálně demokrat.";17;"Titz Miloš Doc. Ing. CSc.";67;"ČSSD";"ČSSD";4657;2.73;10;""
2014;"Koal. pro Pard., KDU-ČSL,NESTR";8;"Krejzková Taťána MUDr.";38;"Nestran.";"BEZPP";1191;2.72;9;""
2014;"NEZÁVISLÍ";27;"Jílek Tomáš Ing.";27;"NEZ";"BEZPP";186;2.22;"";""
2010;"Suverenita-blok J.Bobošíkové";23;"Valenta Jiří";23;"Suveren.";"BEZPP";417;2.15;"";""
2018;"Sdružení pro Pardubice";32;"Pácalt Michal";35;"SNK ED";"SNK ED";1211;2.02;29;""
2006;"Zelená pro Pardubice";14;"Trávníček Petr Ing.";53;"NEZ";"BEZPP";1797;2.33;11;""
2018;"ANO 2011";15;"Stehnová Alena Bc.";63;"ANO";"ANO";6869;2.65;2;""
2018;"Komunistická str.Čech a Moravy";2;"Harmat Roman";41;"KSČM";"KSČM";1447;2.89;1;""
2010;"Suverenita-blok J.Bobošíkové";8;"Šimerda Petr MVDr.";52;"Suveren.";"BEZPP";625;3.23;"";""
2010;"Česká str.sociálně demokrat.";35;"Cach Miloš";32;"ČSSD";"ČSSD";5532;2.39;24;""
2006;"Koal.pro Pard.,KDU-ČSL+Nestran";27;"Novotná Věra Ing.";71;"KDU-ČSL";"KDU-ČSL";1100;2.11;26;""
2014;"Úsvit přímé demokracie";29;"Urban Oldřich";48;"Úsvit";"BEZPP";283;2.23;"";""
2018;"Pardubáci společně";13;"Šťastný Karel MUDr.";69;"VČ";"BEZPP";2767;3.17;2;""
2018;"PRO Zdraví a Sport";34;"Zvára Jan";51;"PRO Zdraví";"BEZPP";124;1.83;"";""
2014;"Komunistická str.Čech a Moravy";37;"Herynk Ivan Ing.";70;"KSČM";"KSČM";1783;2.37;33;""
2014;"Občanská demokratická strana";19;"Exner Otomar";46;"ODS";"ODS";1826;2.42;15;""
2014;"Občanská demokratická strana";20;"Matějek Jan Mgr.";41;"ODS";"ODS";1853;2.46;16;""
2002;"Unie svobody-Demokratická unie";37;"Koudelka Karel  ";62;"US-DEU";"BEZPP";711;1.60;"";""
2002;"Sdružení pro Pardubice";2;"Kubát Josef RNDr. ";59;"NK";"BEZPP";6068;4.11;3;*
2018;"Svob.a př.dem.-T.Okamura (SPD)";1;"Laurynová Věra Ing.";67;"SPD";"SPD";1144;3.02;"";""
2018;"PRO Zdraví a Sport";31;"Krsková Lucie";37;"PRO Zdraví";"BEZPP";149;2.20;"";""
2014;"ANO 2011";37;"Čáslavová Petra";34;"ANO";"ANO";3877;2.09;26;""
2010;"Zelená pro Pardubice (SZ, NK)";11;"Faltys Vladimír RNDr.";60;"SZ";"BEZPP";751;3.07;"";""
2018;"Koalice pro Pardubice";37;"Péková Jana Mgr.";34;"TOP 09";"BEZPP";1412;2.02;34;""
2018;"Koalice pro Pardubice";8;"Sláma Michal Ing. MBA";32;"TOP 09";"TOP 09";1793;2.57;9;""
2006;"Komunistická str.Čech a Moravy";3;"Chládek Václav";53;"KSČM";"KSČM";3071;2.74;3;*
2014;"Úsvit přímé demokracie";14;"Svatošová Irena";43;"Úsvit";"BEZPP";339;2.67;"";""
2014;"Svobodní, Strana svobod.občanů";7;"Petráň Bedřich MUDr.";68;"Svobodní";"Svobodní";1128;3.71;"";""
2014;"Strana zelených";22;"Šotola Jan";29;"Zelení";"Zelení";559;2.34;"";""
2018;"PRO Zdraví a Sport";37;"Kosová Lenka";37;"PRO Zdraví";"BEZPP";118;1.74;"";""
2014;"PATRIOTI PARDUBIC, PATRIOTI,NK";19;"Vařechová Leona RNDr.";52;"NK";"LES";1156;2.52;17;""
2010;"Suverenita-blok J.Bobošíkové";5;"Stejskal Ota Mgr.";46;"Suveren.";"BEZPP";669;3.46;"";""
2014;"Koal. pro Pard., KDU-ČSL,NESTR";9;"Kratochvíl Martin Bc.";23;"KDU-ČSL";"KDU-ČSL";1081;2.47;10;""
2018;"Česká pirátská strana";17;"Jelínková Aneta Ing.";35;"Piráti";"BEZPP";2797;2.56;12;""
2014;"PATRIOTI PARDUBIC, PATRIOTI,NK";13;"Pilný Jan Mgr.";56;"NK";"BEZPP";1093;2.38;12;""
2002;"Občanská demokratická strana";20;"Štouračová Bohuslava Ing. ";62;"ODS";"ODS";8514;2.50;4;""
2014;"ANO 2011";26;"Chmelík Jiří";31;"ANO";"BEZPP";4668;2.52;15;""
2018;"Česká pirátská strana";2;"Kutílek Jakub Ing.";32;"Piráti";"Zelení";3463;3.17;1;*
2014;"ANO 2011";20;"Hron Karel";33;"ANO";"ANO";4733;2.55;9;""
2002;"Naděje";30;"Hlaváčová Tereza  ";23;"N";"BEZPP";638;2.13;"";""
2014;"Komunistická str.Čech a Moravy";27;"Horváth Julius";64;"KSČM";"BEZPP";1871;2.49;23;""
2014;"Pard. pro lidi a Souk SsČR,PPL";32;"Bulva Martin";31;"PPL";"BEZPP";624;2.25;"";""
2014;"NEZÁVISLÍ";24;"Rybenská Ladislava";63;"NEZ";"BEZPP";178;2.13;"";""
2010;"TOP 09 a nezávislí";17;"Raba Daniel";23;"TOP 09";"TOP 09";1879;2.45;15;""
2010;"Komunistická str.Čech a Moravy";12;"Boháček Gustav";46;"KSČM";"BEZPP";2635;2.55;8;""
2014;"Občanská demokratická strana";12;"Pobuda René";45;"ODS";"ODS";1852;2.46;9;""
2006;"Komunistická str.Čech a Moravy";4;"Filip Stanislav";56;"KSČM";"KSČM";3043;2.71;4;*
2014;"Občanská demokratická strana";11;"Kvaš Petr Ing.";49;"ODS";"ODS";2141;2.84;4;""
2006;"Koal.pro Pard.,KDU-ČSL+Nestran";34;"Novotná Eva";40;"KDU-ČSL";"KDU-ČSL";1144;2.20;32;""
2014;"Naše Pardubice, FairPlay,NK";24;"Kramář Radim";26;"NK";"BEZPP";566;2.26;"";""
2006;"Občanská demokratická strana";2;"Krejčíř Alexander Ing.";46;"ODS";"ODS";9995;2.68;2;*
2014;"Česká str.sociálně demokrat.";4;"Mojžíš Martin Ing.";42;"ČSSD";"ČSSD";2900;2.75;1;""
2002;"Komunistická str.Čech a Moravy";21;"Tříska Karel  ";48;"KSČM";"KSČM";3705;2.53;14;""
2018;"Občanská demokratická strana";31;"Razskazov Vojtěch";27;"ODS";"ODS";3403;2.40;24;""
2002;"Naděje";17;"Dudek Michal  ";29;"N";"BEZPP";744;2.49;"";""
2002;"Naděje";19;"Vrzal Daniel  ";26;"N";"N";786;2.63;"";""
2010;"PARDUBÁCI";15;"Žaludová Radoslava Mgr.";31;"ČSR";"BEZPP";2848;2.64;10;""
2018;"Pardubáci společně";31;"Matrková Lucie Mgr.";34;"VČ";"BEZPP";1958;2.24;27;""
2014;"DOMOV";5;"Dvořáková Kateřina Mgr.";28;"BPI";"BEZPP";211;3.12;"";""
2018;"PRO Zdraví a Sport";13;"Mrštík Václav";39;"PRO Zdraví";"BEZPP";222;3.28;"";""
2010;"Věci veřejné (VV)";29;"Pintner Josef";36;"VV";"BEZPP";649;2.29;"";""
2010;"Věci veřejné (VV)";9;"Pfeifer Petr Ing.";57;"VV";"BEZPP";776;2.73;"";""
2006;"Sdružení pro Pardubice";10;"Škoda Josef Ing.";66;"NK";"BEZPP";4758;2.54;2;""
2018;"NAŠE PARDUBICE";17;"Jirák Martin";44;"NK";"BEZPP";1131;2.35;"";""
2018;"ANO 2011";4;"Rejda Jiří  DiS.";37;"ANO";"ANO";7218;2.78;4;*
2014;"Komunistická str.Čech a Moravy";28;"Nechvátal Josef";62;"KSČM";"BEZPP";1878;2.50;24;""
2014;"ZEMANOVCI, Sdružení SPO, NK";8;"Chrbolka František Ing.";61;"NK";"BEZPP";63;3.90;"";""
2014;"ANO 2011";33;"Suchánek Zdeněk";55;"ANO";"BEZPP";4335;2.34;22;""
2018;"Česká pirátská strana";33;"Vaňátka Petr Bc.";32;"Piráti";"BEZPP";2539;2.32;28;""
2010;"Věci veřejné (VV)";16;"Řehůřek Tomáš";44;"VV";"BEZPP";716;2.52;"";""
2014;"Komunistická str.Čech a Moravy";25;"Brabcová Marie";60;"KSČM";"KSČM";1904;2.54;21;""
2014;"Svobodní, Strana svobod.občanů";36;"Valentová Monika";24;"Svobodní";"BEZPP";673;2.21;"";""
2010;"SDRUŽENÍ PRO PARDUBICE";29;"Šimko Miroslav MUDr.";56;"NK";"BEZPP";5086;2.43;20;""
2002;"NEZÁVISLÍ";14;"Holeček Miloš  ";43;"NEZ";"BEZPP";673;2.01;"";""
2018;"Sdružení pro Pardubice";9;"Kňava Radek";37;"NK";"BEZPP";1436;2.40;9;""
2002;"NEZÁVISLÍ";15;"Vašák Zdeněk Ing. ";37;"NEZ";"NEZ";705;2.10;"";""
2010;"Komunistická str.Čech a Moravy";37;"Kubínková Zdenka";61;"KSČM";"KSČM";2434;2.36;33;""
2014;"Česká str.sociálně demokrat.";2;"Novohradský Vítězslav MUDr. Ph.D.";55;"ČSSD";"ČSSD";3080;2.92;4;*
2002;"Nezávislí Pardubičtí kandidáti";16;"Slowik Bohumil  ";61;"SV SOS";"BEZPP";280;2.56;"";""
2006;"Česká str.sociálně demokrat.";18;"Vavřička Aleš Ing.";33;"ČSSD";"ČSSD";4408;2.58;11;""
2014;"Česká str.sociálně demokrat.";27;"Kopa Radek";43;"ČSSD";"ČSSD";2679;2.54;21;""
2010;"Zelená pro Pardubice (SZ, NK)";24;"Čermák Robert";36;"SZ";"SZ";440;1.80;"";""
2014;"ANO 2011";13;"Procházka Jan";34;"ANO";"BEZPP";4850;2.62;2;""
2014;"ANO 2011";14;"Kutílková Lenka";58;"ANO";"ANO";4806;2.59;3;""
2014;"PATRIOTI PARDUBIC, PATRIOTI,NK";26;"Simon David";38;"NK";"BEZPP";1007;2.19;24;""
2010;"Suverenita-blok J.Bobošíkové";4;"Lederová Marta Mgr.";52;"Suveren.";"BEZPP";737;3.81;"";""
2002;"Česká str.sociálně demokrat.";22;"Vrána Josef  ";56;"ČSSD";"ČSSD";3916;2.46;15;""
2010;"Strana Práv Občanů ZEMANOVCI";28;"Mudroch Petr";35;"SPOZ";"SPOZ";384;2.14;"";""
2018;"Pardubice pro lidi";5;"Táborský Martin Ing.";41;"PPL";"PPL";1209;2.99;"";""
2014;"TOP 09 a nezávislí";39;"Blažek Petr";42;"NK";"BEZPP";937;1.76;36;""
2014;"Úsvit přímé demokracie";11;"Morávek Jiří";37;"Úsvit";"BEZPP";321;2.53;"";""
2010;"Česká str.sociálně demokrat.";31;"Novotná Jana";38;"ČSSD";"ČSSD";5695;2.46;20;""
2014;"NEZÁVISLÍ";34;"Vavrys Oldřich Mgr.";71;"NEZ";"BEZPP";204;2.44;"";""
2018;"Sdružení pro Pardubice";27;"Ouředník Lukáš";38;"NK";"BEZPP";1355;2.26;24;""
2006;"Koal.pro Pard.,KDU-ČSL+Nestran";35;"Kohl Jan Ing.";61;"KDU-ČSL";"KDU-ČSL";1103;2.12;33;""
2010;"SDRUŽENÍ PRO PARDUBICE";32;"Menšík Jaroslav Ing. arch.";59;"NK";"BEZPP";4850;2.31;23;""
2006;"Česká str.sociálně demokrat.";7;"Efler Emil Ing.";62;"ČSSD";"ČSSD";4457;2.61;1;""
2014;"ANO 2011";15;"Kratochvíl Jan Ing.";37;"ANO";"ANO";4861;2.62;4;""
2002;"Nezávislí Pardubičtí kandidáti";1;"Krejčík Pavel Ing. CSc.";55;"SV SOS";"BEZPP";1119;10.24;"";""
2010;"Komunistická str.Čech a Moravy";10;"Jeništová Marie";58;"KSČM";"KSČM";2667;2.58;6;""
2010;"Komunistická str.Čech a Moravy";6;"Kovaličová Hana";45;"KSČM";"BEZPP";2739;2.65;2;""
2018;"Pardubáci společně";26;"Heinová Iva MUDr.";57;"PATRIOTI";"BEZPP";2017;2.31;22;""
2018;"Koalice pro Pardubice";14;"Tomšů Jana Mgr. Bc.";54;"KDU-ČSL";"KDU-ČSL";1938;2.77;12;""
2010;"Česká str.sociálně demokrat.";29;"Štefanská Marta";64;"ČSSD";"ČSSD";5761;2.49;18;""
2002;"Česká str.sociálně demokrat.";9;"Kučerová Anna Mgr. ";50;"ČSSD";"ČSSD";4378;2.75;3;""
2010;"Volte Pr.Blok www.cibulka.net";1;"Šiller Richard";51;"PB";"BEZPP";466;24.87;"";""
2010;"Suverenita-blok J.Bobošíkové";13;"Zahálka Milan Ing.";53;"Suveren.";"BEZPP";485;2.50;"";""
2014;"Strana zelených";35;"Veselý Adam Bc.";27;"Zelení";"BEZPP";512;2.14;"";""
2018;"Sdružení pro Pardubice";10;"Živný René";44;"SNK ED";"SNK ED";1946;3.25;3;""
2018;"Svob.a př.dem.-T.Okamura (SPD)";2;"Říhová Jarkovská Ivana";51;"SPD";"SPD";1062;2.81;"";""
2018;"Koalice pro Pardubice";16;"Horská Miluše Mgr.";59;"Nestran.";"BEZPP";2351;3.37;3;*
2014;"NEZÁVISLÍ";3;"Schneider Michael";46;"NEZ";"BEZPP";272;3.25;"";""
2018;"ANO 2011";33;"Bachura Libor";54;"ANO";"ANO";6286;2.42;20;""
2002;"Občanská demokratická strana";9;"Karamazov Simeon Doc. Ing. Dr.";38;"ODS";"ODS";9744;2.87;4;*
2010;"Občanská demokratická strana";28;"Jirout Martin";33;"ODS";"ODS";3928;2.41;21;""
2010;"TOP 09 a nezávislí";7;"Michálek Roman MUDr.";42;"TOP 09";"BEZPP";2501;3.26;1;""
2010;"Komunistická str.Čech a Moravy";24;"Machač Josef";44;"KSČM";"KSČM";2584;2.50;20;""
2010;"Strana Práv Občanů ZEMANOVCI";4;"Krahulcová Eva PharmDr.";53;"SPOZ";"BEZPP";630;3.52;"";""
2014;"Česká str.sociálně demokrat.";34;"Tauber Jindřich Mgr.";39;"ČSSD";"ČSSD";2557;2.43;28;""
2010;"Strana Práv Občanů ZEMANOVCI";24;"Pavlišin Michal";21;"SPOZ";"BEZPP";371;2.07;"";""
2018;"ANO 2011";3;"Salfický Dušan";46;"ANO";"ANO";7386;2.85;2;*
2018;"Pardubice pro lidi";4;"Polák František Ing.";63;"PPL";"BEZPP";1037;2.56;"";""
2018;"ČSSD a nestran. pro Pardubice";30;"Kučerová Anna Mgr.";66;"ČSSD";"ČSSD";1322;2.32;28;""
2014;"NEZÁVISLÍ";12;"Klobušická Dana";60;"NEZ";"BEZPP";208;2.49;"";""
2010;"TOP 09 a nezávislí";30;"Bursa Petr";31;"TOP 09";"BEZPP";1666;2.17;27;""
2002;"Unie svobody-Demokratická unie";12;"Lédl Jan  ";26;"US-DEU";"US-DEU";1041;2.34;"";""
2010;"Strana Práv Občanů ZEMANOVCI";37;"Kužela David";30;"SPOZ";"SPOZ";354;1.97;"";""
2018;"Strana soukromníků ČR";35;"Fiala Svatopluk";72;"Soukromníci";"BEZPP";68;1.65;"";""
2014;"PATRIOTI PARDUBIC, PATRIOTI,NK";10;"Rejda Tomáš MUDr.";60;"NK";"SPO";1392;3.03;5;""
2014;"Naše Pardubice, FairPlay,NK";2;"Novotný Petr Ing. Ph.D., MBA";50;"NK";"BEZPP";1153;4.60;"";""
2006;"Česká str.sociálně demokrat.";32;"Pechal Vladimír";51;"ČSSD";"ČSSD";4074;2.39;25;""
2010;"TOP 09 a nezávislí";21;"Španielová Soňa Ing. MBA";47;"TOP 09";"BEZPP";2244;2.92;6;""
2014;"Strana zelených";3;"Kvapil Pavel";64;"Zelení";"Zelení";673;2.82;"";""
2006;"Koal.pro Pard.,KDU-ČSL+Nestran";1;"Tomšů Jana Bc.";42;"KDU-ČSL";"KDU-ČSL";1936;3.72;2;*
2014;"Naše Pardubice, FairPlay,NK";25;"Mocek Tomáš Mgr.";35;"NK";"BEZPP";616;2.46;"";""
2010;"Zelená pro Pardubice (SZ, NK)";35;"Hlaváčová Nikola";22;"SZ";"SZ";473;1.93;"";""
2014;"PARDUBÁCI,Sdružení ČSR, NK";38;"Dufek Petr Bc.";34;"ČSR";"BEZPP";1238;1.99;35;""
2006;"Zelená pro Pardubice";8;"Faltys Vladimír RNDr.";56;"SZ";"BEZPP";2371;3.08;3;""
2014;"Koal. pro Pard., KDU-ČSL,NESTR";5;"Tomšů Jana Mgr. Bc.";50;"KDU-ČSL";"KDU-ČSL";1328;3.03;5;""
2018;"NAŠE PARDUBICE";24;"Křivková Ivana Mgr.";31;"NK";"BEZPP";1142;2.38;"";""
2014;"DOMOV";23;"Kovárník Jiří";48;"BPI";"BEZPP";215;3.18;"";""
2018;"Koalice pro Pardubice";13;"Slezák Martin Ing. Mgr.";36;"TOP 09";"TOP 09";1971;2.82;7;""
2010;"Komunistická str.Čech a Moravy";2;"Snopek Václav Mgr. CSc.";59;"KSČM";"KSČM";3235;3.14;1;*
2010;"Česká str.sociálně demokrat.";38;"Samaranská Jana";30;"ČSSD";"ČSSD";5399;2.33;27;""
2014;"Pard. pro lidi a Souk SsČR,PPL";1;"Králíček Petr";33;"PPL";"PPL";1155;4.17;"";""
2018;"Komunistická str.Čech a Moravy";12;"Melenec Aleš Bc.";61;"KSČM";"KSČM";1293;2.58;10;""
2010;"Koalice pro Pardubice";14;"Línková Sandra";21;"KDU-ČSL";"KDU-ČSL";1052;2.31;"";""
2006;"Koal.pro Pard.,KDU-ČSL+Nestran";18;"Mařasová Petra Ing.";37;"KDU-ČSL";"KDU-ČSL";1393;2.68;18;""
2002;"Strana za životní jistoty";6;"Kučera Libor  ";40;"SŽJ";"BEZPP";233;6.75;"";""
2006;"Komunistická str.Čech a Moravy";33;"Horák Miroslav";66;"KSČM";"KSČM";2711;2.42;29;""
2014;"Sdružení pro Pard. - SNK ED,NK";3;"Erban Evžen";69;"NK";"BEZPP";2683;3.30;1;""
2018;"Sdružení pro Pardubice";28;"Štainer David";38;"NK";"BEZPP";1281;2.14;25;""
2018;"Strana soukromníků ČR";13;"Zirnsáková Petra";40;"Soukromníci";"BEZPP";94;2.28;"";""
2010;"Věci veřejné (VV)";28;"Klečka Petr";54;"VV";"VV";622;2.19;"";""
2018;"Občanská demokratická strana";29;"Janoš Jiří Ing.";57;"ODS";"ODS";3518;2.48;22;""
2010;"Občanská demokratická strana";38;"Kupka Karel Ing. Ph.D.";48;"ODS";"ODS";3729;2.29;31;""
2002;"Naděje";25;"Valenta Stanislav  ";28;"N";"BEZPP";685;2.29;"";""
2014;"Koal. pro Pard., KDU-ČSL,NESTR";37;"Fricová Ilona Mgr. Bc.";39;"KDU-ČSL";"BEZPP";859;1.96;35;""
2014;"PATRIOTI PARDUBIC, PATRIOTI,NK";3;"Zálabská Eva MUDr. Mgr. Ph.D.";53;"NK";"BEZPP";1676;3.65;1;""
2010;"PERNŠTEJN -pol.str.ALTERNATIVA";7;"Dvořáková Ivana";24;"ALTER";"BEZPP";393;2.87;"";""
2014;"ZEMANOVCI, Sdružení SPO, NK";17;"Veselka Stanislav";61;"SPO";"SPO";56;3.47;"";""
2014;"Komunistická str.Čech a Moravy";33;"Žáková Jitka";39;"KSČM";"KSČM";1865;2.48;29;""
2018;"Česká pirátská strana";29;"Pavlů Olga";40;"Piráti";"Zelení";2665;2.44;24;""
2010;"Koalice pro Pardubice";23;"Klimešová Jarmila";50;"KDU-ČSL";"BEZPP";943;2.07;"";""
2002;"Křesť.demokr.unie-Čs.str.lid.";24;"Žáček Václav  ";63;"KDU-ČSL";"KDU-ČSL";1042;2.16;22;""
2010;"Suverenita-blok J.Bobošíkové";36;"Sedlák Bohuslav";63;"Suveren.";"BEZPP";409;2.11;"";""
2002;"Naděje";26;"Kolejová Monika  ";30;"N";"BEZPP";656;2.20;"";""
2002;"Nezávislí Pardubičtí kandidáti";20;"Fučík Miloš  ";58;"SV SOS";"BEZPP";440;4.02;"";""
2018;"ANO 2011";28;"Mlateček Jaroslav";43;"ANO";"ANO";6482;2.50;15;""
2010;"Občanská demokratická strana";36;"Marek Jiří";50;"ODS";"ODS";3602;2.21;29;""
2014;"Koal. pro Pard., KDU-ČSL,NESTR";7;"Bednář Josef Ing.";55;"KDU-ČSL";"BEZPP";1247;2.85;8;""
2002;"Křesť.demokr.unie-Čs.str.lid.";32;"Šlechta Miroslav  ";74;"KDU-ČSL";"KDU-ČSL";993;2.05;30;""
2018;"Strana soukromníků ČR";25;"Bareš Rudolf";49;"Soukromníci";"BEZPP";74;1.80;"";""
2002;"Občanská demokratická strana";36;"Petružálek Jiří  ";53;"ODS";"ODS";7469;2.20;20;""
2002;"Sdružení pro Pardubice";24;"Prokop Michal  ";38;"NK";"BEZPP";3283;2.22;17;""
2018;"Pardubáci společně";25;"Sokol Lumír";58;"VČ";"BEZPP";2162;2.48;21;""
2010;"Komunistická str.Čech a Moravy";5;"Filip Stanislav";60;"KSČM";"KSČM";2766;2.68;1;""
2014;"TOP 09 a nezávislí";12;"Svobodová Jitka Ing.";54;"NK";"BEZPP";1472;2.76;10;""
2018;"Česká pirátská strana";15;"Drajer Matěj";25;"Piráti";"BEZPP";2830;2.59;10;""
2010;"Komunistická str.Čech a Moravy";27;"Dostálová Milena";55;"KSČM";"BEZPP";2567;2.49;23;""
2014;"Česká str.sociálně demokrat.";6;"Hrdý Zdeněk Ing.";32;"ČSSD";"ČSSD";2845;2.70;2;""
2018;"PRO Zdraví a Sport";8;"Pavlíček Jan";42;"PRO Zdraví";"ODA";132;1.95;"";""
2002;"NEZÁVISLÍ";8;"Michal Zdeněk  ";68;"NEZ";"NEZ";654;1.95;"";""
2006;"Česká str.sociálně demokrat.";36;"Šidák Milan";31;"ČSSD";"ČSSD";3939;2.31;29;""
2018;"Sdružení pro Pardubice";31;"Bělohlavová Hana Ing.";38;"NK";"BEZPP";1241;2.07;28;""
2014;"NEZÁVISLÍ";10;"Petr Jan";43;"NEZ";"BEZPP";193;2.31;"";""
2010;"Věci veřejné (VV)";7;"Semerád Ondřej Bc.";23;"VV";"VV";763;2.69;"";""
2010;"SDRUŽENÍ PRO PARDUBICE";39;"Horák Michal";33;"NK";"BEZPP";4002;1.91;30;""
2010;"TOP 09 a nezávislí";19;"Tesařová Vladimíra";73;"TOP 09";"TOP 09";1761;2.29;17;""
2014;"TOP 09 a nezávislí";5;"Pražan Michal MDDr.";25;"TOP 09";"TOP 09";1503;2.82;7;""
2002;"Komunistická str.Čech a Moravy";20;"Král Vlastimil  ";50;"KSČM";"BEZPP";3692;2.53;13;""
2002;"NEZÁVISLÍ";9;"Bejšovcová Eva  ";50;"NEZ";"NEZ";680;2.03;"";""
2006;"Zelená pro Pardubice";12;"Košťálová Lada";35;"SZ";"SZ";1879;2.44;9;""
2014;"TOP 09 a nezávislí";21;"Michálek Karel Ing. DiS.";34;"TOP 09";"TOP 09";1275;2.39;18;""
2018;"Koalice pro Pardubice";35;"Rybář Martin";19;"TOP 09";"BEZPP";1408;2.01;32;""
2010;"Koalice pro Pardubice";5;"Horská Miluše Mgr.";51;"Nestran.";"BEZPP";2782;6.11;"";""
2010;"Česká str.sociálně demokrat.";6;"Rychtecký Jakub Mgr.";26;"ČSSD";"ČSSD";6155;2.66;6;*
2006;"Sdružení pro Pardubice";11;"Cihlo Jaroslav Ing.";57;"SNK ED";"BEZPP";4943;2.64;3;""
2010;"Zelená pro Pardubice (SZ, NK)";4;"Rýdl Karel prof. PhDr. CSc.";58;"SZ";"BEZPP";1365;5.58;"";""
2018;"Sdružení pro Pardubice";8;"Hošková Šárka Ing.";56;"NK";"BEZPP";1393;2.33;8;""
2018;"Koalice pro Pardubice";36;"Peterková Monika";60;"KDU-ČSL";"BEZPP";1469;2.10;33;""
2010;"Koalice pro Pardubice";6;"Tomšů Jana Bc.";46;"KDU-ČSL";"KDU-ČSL";1508;3.31;"";""
2010;"Občanská demokratická strana";23;"Frank Tomáš";35;"ODS";"ODS";4033;2.48;16;""
2002;"Křesť.demokr.unie-Čs.str.lid.";4;"Tomšů Jana Bc. ";38;"KDU-ČSL";"KDU-ČSL";1746;3.62;2;""
2014;"DOMOV";37;"Křivánková Irena";43;"BPI";"BEZPP";141;2.08;"";""
2018;"Pardubáci společně";14;"Rydval Petr";50;"VČ";"Svobodní";2167;2.49;10;""
2018;"Občanská demokratická strana";4;"Kvaš Petr Ing.";53;"ODS";"ODS";4034;2.84;5;*
2010;"Zelená pro Pardubice (SZ, NK)";30;"Kožený Michal";31;"NK";"BEZPP";504;2.06;"";""
2018;"ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU";1;"Freiová Simona";43;"DSZ-ZA PR.ZVÍŘ.";"BEZPP";401;37.75;"";""
2018;"Komunistická str.Čech a Moravy";20;"Polanský Josef Ing.";71;"KSČM";"KSČM";1248;2.49;18;""
2010;"PARDUBÁCI";6;"Rubeš Miroslav Ing. CSc.";65;"ČSR";"BEZPP";3419;3.17;5;*
2002;"NEZÁVISLÍ";22;"Neterda Tomáš Mgr. ";41;"NEZ";"BEZPP";978;2.92;"";""
2018;"ČSSD a nestran. pro Pardubice";26;"Vendolský Miloš Ing.";65;"ČSSD";"ČSSD";1342;2.36;24;""
2014;"NEZÁVISLÍ";15;"Růžička Vlastimil";36;"NEZ";"BEZPP";181;2.16;"";""
2014;"Pard. pro lidi a Souk SsČR,PPL";6;"Doležal Jiří Ing. CSc.";61;"PPL";"BEZPP";820;2.96;"";""
2014;"Svobodní, Strana svobod.občanů";38;"Zeman Lukáš Ing.";34;"Svobodní";"BEZPP";650;2.13;"";""
2002;"Česká str.sociálně demokrat.";39;"Morávek Jacek Ing. ";67;"ČSSD";"ČSSD";3096;1.94;32;""
2010;"Česká str.sociálně demokrat.";12;"Malina Leoš  DiS.";32;"ČSSD";"ČSSD";6051;2.62;1;""
2014;"Občanská demokratická strana";23;"Klimplová Lenka Mgr. Ph.D., M.A.";34;"ODS";"ODS";2012;2.67;19;""
2014;"Svobodní, Strana svobod.občanů";8;"Kokeš Martin";39;"Svobodní";"Svobodní";809;2.66;"";""
2014;"NEZÁVISLÍ";22;"Viktorinová Ivana Mgr.";53;"NEZ";"BEZPP";223;2.67;"";""
2018;"NAŠE PARDUBICE";36;"Tesař Filip";37;"NK";"BEZPP";1012;2.11;"";""
2014;"TOP 09 a nezávislí";3;"Skalický Jiří prim. PharmDr. Ph.D.";60;"TOP 09";"TOP 09";2127;3.99;1;*
2010;"Česká str.sociálně demokrat.";21;"Jelínková Marcela";51;"ČSSD";"ČSSD";5929;2.56;10;""
